3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtQual,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,FireplaceQu,Fireplaces,Foundation,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt_age,TotalLivingArea,NonKitchenBedroomAbvGr,BathRooms
0,3,1Fam,5.0,4.0,1,1,9.0,Y,PosA,SBrkr,0,5,9,MetalSd,7.0,1,PConc,932.0,3.0,5.0,3,5.0,Attchd,1824,GasA,9,1Story,1,9.0,HLS,Gtl,12633,Inside,IR1,0,20,RL,242.0,BrkFace,9,Timber,36,5,10,Y,0,CompShg,Hip,Partial,,New,108,1824.0,160,12,5126.0,4,3
0,2,1Fam,0.0,0.0,0,0,0.0,Y,Artery,SBrkr,0,5,5,MetalSd,0.0,0,CBlock,1041.0,4.0,5.0,2,5.0,2Types,2034,GasA,9,1Story,1,5.0,Lvl,Gtl,43500,Inside,Reg,0,20,RL,0.0,None,6,Mitchel,266,5,3,N,561,CompShg,Gable,Normal,,WD,0,0.0,483,65,4385.0,6,1
0,0,TwnhsE,5.0,3.0,3,6,9.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,PConc,460.0,2.0,5.0,3,5.0,Attchd,936,GasA,9,SFoyer,1,5.0,Lvl,Gtl,6710,FR3,IR1,0,120,RM,134.0,BrkFace,6,Mitchel,40,5,6,Y,0,CompShg,Gable,Normal,,WD,0,920.0,0,22,2490.0,2,2
0,3,Twnhs,5.0,1.0,4,1,5.0,Y,Norm,SBrkr,0,5,5,CemntBd,0.0,0,CBlock,253.0,1.0,5.0,1,5.0,Attchd,1092,GasA,5,2Story,1,5.0,Lvl,Gtl,1504,Inside,Reg,0,160,RM,0.0,None,5,MeadowV,0,4,4,Y,0,CompShg,Gable,Normal,,WD,0,546.0,0,46,1891.0,1,4
0,2,Twnhs,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,CemntBd,0.0,0,CBlock,297.0,1.0,5.0,3,5.0,BuiltIn,992,GasA,5,SLvl,1,5.0,Lvl,Gtl,1533,Inside,Reg,0,180,RM,0.0,None,7,MeadowV,97,5,4,Y,0,CompShg,Gable,Normal,,WD,0,530.0,112,48,2028.0,1,4
0,3,TwnhsE,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,CemntBd,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,1092,GasA,9,2Story,1,5.0,Lvl,Gtl,1495,Inside,Reg,0,160,RM,189.0,BrkFace,5,MeadowV,64,6,4,Y,0,CompShg,Gable,Normal,,WD,0,546.0,0,48,1891.0,1,1
0,3,Twnhs,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,CemntBd,0.0,0,CBlock,286.0,1.0,5.0,1,5.0,Attchd,1092,GasA,9,2Story,1,5.0,Lvl,Gtl,1890,Inside,Reg,0,160,RM,0.0,None,4,MeadowV,0,3,4,Y,0,CompShg,Gable,Normal,,COD,0,546.0,0,42,1924.0,2,2
0,1,1Fam,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,3.0,1,PConc,678.0,2.0,5.0,3,5.0,Attchd,1008,GasA,5,SFoyer,1,7.0,Lvl,Gtl,9129,Inside,Reg,0,85,RL,144.0,BrkFace,7,Mitchel,66,5,5,Y,0,CompShg,Gable,Normal,,WD,0,923.0,201,41,3020.0,2,1
0,3,1Fam,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,PConc,528.0,2.0,5.0,3,5.0,Attchd,1356,GasA,5,SLvl,1,5.0,Low,Mod,15957,Corner,IR1,0,80,RL,0.0,None,9,Mitchel,0,6,6,Y,0,CompShg,Gable,Normal,,WD,0,1244.0,1424,41,4552.0,2,3
0,3,1Fam,5.0,2.0,5,1,5.0,Y,Norm,SBrkr,0,3,5,Plywood,5.0,2,PConc,672.0,2.0,5.0,2,5.0,Attchd,1676,GasA,5,1Story,1,7.0,Lvl,Gtl,33983,Inside,IR1,0,20,RL,0.0,None,5,Mitchel,90,6,5,P,0,CompShg,Gable,Normal,,WD,0,1160.0,690,41,4288.0,2,2
0,3,1Fam,5.0,1.0,3,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,7.0,1,PConc,531.0,2.0,5.0,3,5.0,Attchd,1432,GasA,9,2Story,1,5.0,Lvl,Gtl,8286,Corner,IR1,0,60,RL,0.0,None,6,Mitchel,136,7,5,Y,0,CompShg,Gable,Normal,,WD,240,716.0,0,41,3055.0,2,1
0,2,1Fam,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,796,GasA,5,SFoyer,1,5.0,Lvl,Gtl,6723,Inside,Reg,0,85,RL,0.0,None,9,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,796.0,129,47,1721.0,2,2
0,3,1Fam,5.0,1.0,4,1,5.0,N,Norm,SBrkr,0,5,5,Plywood,0.0,0,CBlock,444.0,1.0,3.0,1,5.0,Attchd,1608,GasA,5,1Story,1,5.0,Lvl,Gtl,27697,Inside,Reg,0,20,RL,198.0,None,11,Mitchel,38,3,4,Y,0,CompShg,Shed,Abnorml,,COD,0,1396.0,152,57,3836.0,2,1
0,3,1Fam,5.0,1.0,2,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,0.0,0,PConc,502.0,2.0,5.0,1,5.0,Attchd,1178,GasA,5,1Story,1,5.0,Lvl,Gtl,11000,Corner,IR2,0,20,RL,0.0,None,6,Mitchel,44,6,5,Y,0,CompShg,Gable,Normal,,WD,88,1090.0,0,42,2902.0,2,2
0,2,1Fam,5.0,1.0,5,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,264.0,1.0,5.0,3,5.0,Attchd,816,GasA,5,1Story,1,5.0,Lvl,Gtl,11625,Inside,IR1,0,20,RL,0.0,None,5,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,,WD,0,816.0,330,35,2226.0,1,1
0,3,1Fam,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,Plywood,0.0,0,CBlock,288.0,1.0,5.0,2,5.0,Attchd,887,GasA,5,1Story,1,5.0,Lvl,Gtl,10447,Inside,Reg,0,20,RL,0.0,None,12,Mitchel,0,6,5,Y,0,CompShg,Gable,Normal,,WD,0,864.0,140,34,2179.0,1,1
0,2,1Fam,5.0,1.0,4,3,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,0.0,0,CBlock,452.0,2.0,5.0,2,5.0,Attchd,1293,GasA,7,1Story,1,5.0,Lvl,Gtl,11027,Inside,IR1,0,20,RL,28.0,Stone,5,NAmes,0,5,6,Y,0,CompShg,Hip,Normal,,WD,0,1178.0,280,64,3231.0,2,3
0,2,1Fam,5.0,1.0,3,1,5.0,Y,Norm,SBrkr,0,7,5,VinylSd,5.0,2,CBlock,313.0,1.0,5.0,1,5.0,Attchd,1024,GasA,5,1Story,1,7.0,Lvl,Gtl,10533,Inside,IR1,0,20,RL,244.0,BrkFace,8,NAmes,0,6,6,Y,0,CompShg,Hip,Normal,,WD,280,1008.0,0,62,2869.0,2,3
0,3,1Fam,5.0,2.0,3,1,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,5.0,1,CBlock,963.0,3.0,5.0,1,5.0,Attchd,1797,GasA,3,1Story,1,5.0,Lvl,Gtl,11765,Corner,IR1,0,20,RL,302.0,Stone,6,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,,WD,0,1617.0,0,61,4679.0,3,3
0,1,1Fam,5.0,4.0,5,1,7.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,7.0,2,CBlock,550.0,2.0,5.0,1,5.0,Attchd,1390,GasA,9,1Story,1,9.0,Low,Sev,39384,CulDSac,IR1,0,20,RL,902.0,Stone,10,NAmes,189,6,6,Y,0,CompShg,Gable,Abnorml,,WD,0,1705.0,0,61,4736.0,2,3
0,3,1Fam,5.0,2.0,1,1,5.0,Y,Norm,SBrkr,0,7,5,HdBoard,5.0,1,CBlock,506.0,2.0,5.0,3,5.0,Attchd,1851,GasA,7,1Story,1,5.0,Lvl,Gtl,11727,Corner,Reg,0,20,RL,434.0,BrkFace,3,NAmes,146,6,7,Y,0,CompShg,Gable,Normal,,WD,0,1851.0,0,49,4788.0,4,2
0,3,1Fam,5.0,1.0,6,1,5.0,Y,Norm,SBrkr,0,5,5,VinylSd,5.0,1,PConc,400.0,2.0,5.0,3,5.0,Attchd,1525,GasA,9,2Story,1,5.0,Lvl,Gtl,8238,Inside,IR1,0,60,RL,0.0,None,5,Gilbert,72,5,6,Y,0,CompShg,Gable,Normal,,WD,0,813.0,421,21,3231.0,2,3
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,PConc,423.0,2.0,5.0,3,5.0,Attchd,1671,GasA,7,2Story,1,5.0,Lvl,Gtl,13041,Inside,IR2,0,60,RL,0.0,None,2,Gilbert,84,5,6,Y,0,CompShg,Gable,Normal,,WD,0,781.0,0,23,2959.0,3,3
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,PConc,443.0,2.0,5.0,3,5.0,BuiltIn,1776,GasA,7,2Story,1,5.0,Lvl,Gtl,9783,Inside,IR1,0,60,RL,0.0,None,5,Gilbert,116,5,6,Y,0,CompShg,Gable,Normal,,WD,0,821.0,286,22,3442.0,3,2
0,4,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,527.0,2.0,5.0,3,5.0,Attchd,2064,GasA,9,2Story,1,7.0,HLS,Gtl,13128,CulDSac,IR1,0,60,RL,216.0,BrkFace,1,Gilbert,119,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1074.0,0,13,4000.0,2,1
0,3,1Fam,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,773.0,3.0,5.0,3,5.0,Attchd,2212,GasA,9,2Story,1,7.0,HLS,Gtl,13751,CulDSac,IR1,0,60,RL,248.0,BrkFace,5,Gilbert,38,5,7,Y,0,CompShg,Gable,Partial,,New,115,1700.0,237,13,5323.0,5,4
0,4,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,CemntBd,0.0,0,PConc,618.0,2.0,5.0,3,5.0,Attchd,2687,GasA,9,2Story,1,7.0,Lvl,Gtl,13108,Inside,IR1,0,160,RL,0.0,None,12,StoneBr,12,5,8,Y,0,CompShg,Gable,Normal,,WD,0,2062.0,168,24,5547.0,4,3
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,PConc,402.0,2.0,5.0,3,5.0,Attchd,1169,GasA,7,1Story,1,5.0,Lvl,Gtl,8076,Inside,IR1,0,20,RL,112.0,BrkFace,7,Gilbert,26,6,6,Y,0,CompShg,Gable,Normal,,WD,144,1160.0,0,25,3013.0,2,2
0,2,TwnhsE,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,461.0,2.0,5.0,2,5.0,Attchd,1204,GasA,5,1Story,1,5.0,Lvl,Gtl,3701,Inside,IR1,0,120,RL,0.0,None,8,StoneBr,70,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1191.0,120,31,3046.0,2,2
0,3,1Fam,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,9,7,VinylSd,7.0,1,PConc,670.0,3.0,5.0,3,5.0,BuiltIn,2798,GasA,9,2Story,1,9.0,HLS,Gtl,16023,CulDSac,IR1,0,60,RL,600.0,BrkFace,3,StoneBr,37,5,9,Y,0,CompShg,Hip,Partial,,New,0,1398.0,182,13,5685.0,7,4
0,5,1Fam,5.0,4.0,1,1,9.0,Y,Norm,SBrkr,0,5,9,CemntBd,9.0,1,PConc,758.0,3.0,5.0,3,5.0,BuiltIn,3390,GasA,9,2Story,1,9.0,HLS,Gtl,18062,CulDSac,IR1,0,60,RL,662.0,BrkFace,9,StoneBr,34,5,10,Y,0,CompShg,Hip,Partial,,New,0,1528.0,204,12,6576.0,4,2
0,4,1Fam,7.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,675.0,3.0,5.0,3,5.0,BuiltIn,2473,GasA,9,2Story,1,7.0,HLS,Gtl,12292,CulDSac,IR1,0,60,RL,184.0,BrkFace,7,StoneBr,39,5,9,Y,0,CompShg,Hip,Partial,,New,0,1094.0,246,12,4711.0,6,5
0,4,1Fam,5.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,VinylSd,7.0,1,PConc,736.0,3.0,5.0,2,5.0,Attchd,2698,GasA,9,2Story,1,9.0,Lvl,Gtl,16052,CulDSac,IR1,0,60,RL,734.0,Stone,7,StoneBr,0,5,10,Y,0,CompShg,Hip,Partial,,New,0,1850.0,250,12,6268.0,6,2
0,4,1Fam,5.0,3.0,1,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,660.0,3.0,5.0,3,5.0,BuiltIn,2795,GasA,9,2Story,1,9.0,HLS,Gtl,15922,Corner,IR1,0,60,RL,550.0,BrkFace,1,StoneBr,102,5,9,Y,0,CompShg,Hip,Partial,,New,0,1390.0,272,13,5769.0,5,2
0,2,TwnhsE,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,MetalSd,7.0,1,PConc,517.0,2.0,5.0,3,5.0,Attchd,1714,GasA,9,1Story,1,7.0,HLS,Gtl,8147,Inside,Reg,0,120,RL,230.0,BrkFace,8,StoneBr,55,5,9,Y,0,CompShg,Hip,Normal,,WD,0,1714.0,156,13,4386.0,4,3
0,3,1Fam,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,VinylSd,7.0,2,PConc,722.0,3.0,5.0,1,5.0,Attchd,2000,GasA,9,1Story,1,9.0,HLS,Gtl,18261,Inside,IR1,0,20,RL,420.0,BrkFace,9,StoneBr,102,5,9,Y,0,CompShg,Hip,Normal,,WD,123,1910.0,351,13,5628.0,4,3
0,2,1Fam,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,CBlock,582.0,2.0,5.0,2,5.0,Attchd,1102,GasA,5,SFoyer,1,5.0,Lvl,Gtl,10464,FR3,IR1,0,85,RL,130.0,BrkFace,6,NWAmes,22,6,6,Y,0,CompShg,Gable,Normal,,WD,0,988.0,140,38,2964.0,2,3
0,4,1Fam,5.0,1.0,1,1,5.0,Y,PosA,SBrkr,0,5,5,Plywood,5.0,1,CBlock,482.0,2.0,5.0,2,5.0,Attchd,1857,GasA,5,2Story,1,5.0,Lvl,Gtl,10530,Inside,Reg,0,60,RL,68.0,BrkFace,7,NWAmes,105,5,7,Y,0,CompShg,Gable,Normal,,WD,0,945.0,400,40,3857.0,3,3
0,2,1Fam,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,40,5,7,VinylSd,3.0,1,CBlock,596.0,2.0,5.0,2,5.0,Attchd,1083,GasA,5,SFoyer,1,5.0,Lvl,Gtl,9927,Inside,IR1,0,85,RL,252.0,Stone,7,NWAmes,0,5,7,Y,0,CompShg,Gable,Normal,,WD,0,1047.0,444,42,3462.0,2,2
0,3,1Fam,5.0,1.0,5,1,7.0,Y,RRAn,SBrkr,0,5,7,VinylSd,9.0,1,PConc,541.0,2.0,5.0,3,5.0,BuiltIn,2318,GasA,9,2Story,1,7.0,Lvl,Gtl,9512,Inside,IR1,0,60,FV,0.0,None,6,Somerst,246,5,7,Y,0,CompShg,Gable,Partial,,New,0,960.0,0,13,4065.0,4,1
0,3,1Fam,3.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,Plywood,5.0,1,CBlock,485.0,2.0,5.0,2,5.0,Attchd,1875,GasA,5,SLvl,1,7.0,Lvl,Gtl,10530,Inside,Reg,0,80,RL,248.0,BrkFace,6,NWAmes,28,6,6,Y,0,CompShg,Gable,Normal,,WD,0,675.0,48,43,3359.0,4,2
0,3,1Fam,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,462.0,2.0,5.0,1,5.0,Attchd,1103,GasA,5,1Story,1,5.0,Lvl,Gtl,10000,Inside,Reg,0,20,RL,176.0,BrkFace,6,NWAmes,84,6,6,Y,0,CompShg,Gable,Normal,,WD,0,1103.0,295,44,3223.0,2,1
0,3,1Fam,5.0,1.0,3,2,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,576.0,2.0,5.0,1,5.0,Detchd,874,GasA,5,1Story,1,5.0,Lvl,Gtl,7200,Inside,Reg,0,20,RL,0.0,None,3,NAmes,0,4,4,Y,0,CompShg,Gable,Normal,,WD,0,864.0,63,47,2377.0,1,3
0,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,MetalSd,0.0,0,PConc,543.0,2.0,5.0,3,5.0,Attchd,1419,GasA,9,1Story,1,7.0,Lvl,Gtl,8773,FR2,IR2,0,120,RH,0.0,None,9,NAmes,68,5,6,Y,0,CompShg,Gable,Normal,,WD,0,1487.0,196,16,3713.0,1,4
0,3,TwnhsE,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,440.0,2.0,5.0,1,5.0,Detchd,1092,GasA,5,2Story,1,5.0,Lvl,Gtl,2760,Inside,Reg,0,160,RM,514.0,BrkFace,12,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,525.0,0,45,2571.0,2,5
0,3,TwnhsE,5.0,1.0,2,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,3.0,1,CBlock,440.0,2.0,5.0,1,5.0,Attchd,1365,GasA,7,2Story,1,7.0,Lvl,Gtl,2160,Inside,Reg,0,160,RM,200.0,BrkFace,6,BrDale,36,6,5,Y,0,CompShg,Gable,Normal,,WD,0,765.0,0,45,2806.0,3,2
0,3,Twnhs,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,264.0,1.0,5.0,1,5.0,Detchd,1030,GasA,9,2Story,1,5.0,Lvl,Gtl,1890,Inside,Reg,0,160,RM,380.0,BrkFace,7,BrDale,0,7,6,Y,0,CompShg,Gable,Normal,,WD,0,494.0,0,46,2168.0,2,3
0,2,Twnhs,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,264.0,1.0,5.0,1,5.0,Detchd,948,GasA,5,2Story,1,5.0,Lvl,Gtl,1680,Inside,Reg,0,160,RM,504.0,BrkFace,7,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,483.0,0,46,2199.0,2,2
0,3,Twnhs,5.0,1.0,4,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,264.0,1.0,5.0,1,5.0,Detchd,1092,GasA,7,2Story,1,5.0,Lvl,Gtl,1680,Inside,Reg,0,160,RM,504.0,BrkFace,10,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,,WD,0,525.0,352,46,2737.0,2,3
0,2,TwnhsE,5.0,1.0,5,4,7.0,Y,Norm,SBrkr,0,5,5,Plywood,2.0,1,CBlock,440.0,2.0,5.0,2,5.0,Attchd,1069,GasA,7,1Story,1,5.0,Lvl,Gtl,4043,Inside,Reg,0,120,RL,0.0,None,7,NPkVill,55,5,6,Y,0,CompShg,Gable,Normal,,WD,225,1069.0,0,43,2858.0,1,3
0,3,1Fam,5.0,2.0,5,3,5.0,Y,Norm,SBrkr,240,5,5,MetalSd,5.0,1,CBlock,300.0,1.0,5.0,2,5.0,Attchd,1387,GasA,5,1Story,1,5.0,Lvl,Gtl,7514,Inside,Reg,0,20,RL,0.0,None,9,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,,WD,0,943.0,0,51,2870.0,2,3
0,2,Twnhs,5.0,1.0,5,4,5.0,Y,Norm,SBrkr,0,5,5,Plywood,0.0,0,CBlock,319.0,1.0,5.0,1,5.0,Attchd,1055,GasA,5,1Story,1,5.0,Lvl,Gtl,2280,FR2,Reg,0,120,RL,0.0,None,4,NPkVill,29,7,7,Y,0,CompShg,Gable,Normal,,WD,0,1055.0,0,42,2458.0,1,3
0,3,Twnhs,5.0,1.0,5,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,5.0,1,CBlock,460.0,2.0,5.0,2,5.0,Attchd,1456,GasA,7,2Story,1,5.0,Lvl,Gtl,2179,Inside,Reg,0,160,RL,0.0,None,7,NPkVill,28,5,6,Y,0,CompShg,Gable,Normal,,WD,0,855.0,0,42,2799.0,2,2
0,4,1Fam,7.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,831.0,3.0,5.0,2,5.0,Attchd,2589,GasA,7,2Story,1,9.0,Lvl,Gtl,16387,Inside,IR1,0,60,RL,215.0,Stone,8,NridgHt,0,5,9,Y,0,CompShg,Hip,Partial,,New,0,1738.0,0,12,5373.0,6,3
0,2,1Fam,5.0,3.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,880.0,3.0,5.0,3,5.0,Attchd,1618,GasA,9,1Story,1,7.0,Lvl,Gtl,16163,Corner,Reg,0,20,RL,232.0,BrkFace,7,NridgHt,0,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1618.0,0,14,4348.0,3,1
0,4,1Fam,7.0,1.0,1,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,874.0,3.0,5.0,2,5.0,Attchd,1740,GasA,9,1Story,1,7.0,Lvl,Gtl,12228,Corner,Reg,0,20,RL,206.0,Stone,9,NridgHt,43,5,7,Y,0,CompShg,Hip,Partial,,New,0,1721.0,0,12,4584.0,3,3
0,2,1Fam,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,VinylSd,7.0,1,PConc,1085.0,3.0,5.0,3,5.0,Attchd,1868,GasA,9,1Story,1,9.0,HLS,Mod,14780,Corner,IR1,0,20,RL,568.0,BrkFace,6,NridgHt,56,5,9,Y,0,CompShg,Hip,Normal,,WD,156,1868.0,354,13,5955.0,4,2
0,4,1Fam,5.0,3.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,670.0,3.0,5.0,3,5.0,BuiltIn,2206,GasA,9,2Story,1,9.0,Lvl,Gtl,13975,Corner,IR1,0,60,RL,525.0,BrkFace,8,NridgHt,95,5,9,Y,0,CompShg,Hip,Partial,,New,0,1090.0,148,13,4734.0,5,3
0,3,1Fam,7.0,3.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,MetalSd,7.0,1,PConc,521.0,2.0,5.0,2,5.0,Attchd,2091,GasA,9,2Story,1,9.0,Lvl,Gtl,9942,Inside,IR1,0,60,RL,385.0,BrkFace,5,NridgHt,84,5,9,Y,0,CompShg,Gable,Partial,,New,0,1606.0,194,13,4881.0,4,3
0,3,1Fam,5.0,3.0,1,1,9.0,Y,Norm,SBrkr,0,5,7,CemntBd,7.0,1,PConc,575.0,2.0,5.0,3,5.0,Attchd,2253,GasA,9,2Story,1,9.0,Lvl,Gtl,12867,Corner,IR1,0,60,RL,102.20131215469613,None,7,NridgHt,142,5,8,Y,0,CompShg,Gable,Partial,,New,0,1209.0,243,13,4422.0,4,1
0,4,1Fam,5.0,4.0,1,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,672.0,3.0,5.0,3,5.0,BuiltIn,2389,GasA,7,2Story,1,7.0,Lvl,Gtl,10672,Inside,IR1,0,60,RL,0.0,None,11,NridgHt,64,5,8,Y,0,CompShg,Gable,Partial,,New,0,1054.0,176,12,4355.0,5,2
0,4,1Fam,5.0,3.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,MetalSd,7.0,1,PConc,784.0,3.0,5.0,3,5.0,BuiltIn,2358,GasA,9,2Story,1,9.0,Lvl,Gtl,11643,Inside,IR1,0,60,RL,142.0,BrkFace,8,NridgHt,34,5,8,Y,0,CompShg,Hip,Partial,,New,0,1524.0,120,13,4962.0,5,2
0,2,1Fam,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,VinylSd,7.0,1,PConc,925.0,3.0,5.0,2,5.0,Attchd,1792,GasA,9,1Story,1,7.0,Lvl,Gtl,13758,Inside,IR1,0,20,RL,430.0,BrkFace,3,NridgHt,49,5,9,Y,0,CompShg,Gable,Partial,,New,0,1792.0,204,13,5192.0,3,1
0,2,1Fam,5.0,4.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,MetalSd,7.0,1,PConc,816.0,3.0,5.0,3,5.0,Attchd,1780,GasA,9,1Story,1,9.0,Lvl,Gtl,14828,Corner,IR1,0,20,RL,674.0,BrkFace,8,NridgHt,68,5,9,Y,0,CompShg,Hip,Normal,,WD,0,1780.0,144,14,5262.0,4,3
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,5.0,1,PConc,746.0,3.0,5.0,2,5.0,BuiltIn,1914,GasA,9,2Story,1,7.0,Lvl,Gtl,13215,Corner,IR1,0,60,RL,112.0,BrkFace,2,NridgHt,127,5,8,Y,0,CompShg,Gable,Normal,,WD,0,1420.0,168,14,4487.0,5,2
0,2,TwnhsE,5.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,MetalSd,7.0,1,PConc,556.0,2.0,5.0,2,5.0,Attchd,1565,GasA,9,1Story,1,9.0,Lvl,Gtl,5911,Inside,Reg,0,120,RL,278.0,BrkFace,3,NridgHt,56,5,9,Y,0,CompShg,Hip,Normal,,WD,0,1560.0,196,13,4211.0,3,2
0,1,TwnhsE,7.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,MetalSd,7.0,1,PConc,899.0,3.0,5.0,3,5.0,Attchd,1686,GasA,9,1Story,1,9.0,Lvl,Gtl,7740,Inside,Reg,0,20,RL,518.0,BrkFace,6,NridgHt,100,5,9,Y,0,CompShg,Hip,Partial,,New,0,1686.0,266,12,5155.0,4,3
0,2,TwnhsE,7.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,5,9,MetalSd,7.0,1,PConc,575.0,2.0,5.0,2,5.0,Attchd,1666,GasA,9,1Story,1,7.0,Lvl,Gtl,6373,Inside,Reg,0,120,RL,572.0,BrkFace,6,NridgHt,75,5,9,Y,0,CompShg,Hip,Partial,,New,0,1666.0,228,12,4782.0,3,2
0,3,1Fam,5.0,1.0,1,1,7.0,Y,RRAn,SBrkr,0,5,7,VinylSd,7.0,1,PConc,390.0,2.0,5.0,3,5.0,Attchd,1456,GasA,9,2Story,1,7.0,Lvl,Gtl,10237,Inside,Reg,0,60,RL,0.0,None,2,Gilbert,24,5,6,Y,0,CompShg,Gable,Partial,,New,0,728.0,0,13,2598.0,4,2
